father_id,user_id
0,5818574750
5818574750,6924025652
5818574750,6342509296
5818574750,7439744149
7439744149,7753820877
7753820877,7651232326
7651232326,7330955896
7330955896,5263679354
7330955896,5708608553
7330955896,5503851020
7330955896,5617853027
7330955896,1376072072
7330955896,5899637828
7330955896,1810262601
7330955896,5976825509
7330955896,7407718355
7330955896,7438777092
7330955896,2151251135
7330955896,7615357390
7330955896,5818413205
7330955896,6243768758
7330955896,7407718355
7330955896,7744006680
7330955896,7407718355
7330955896,7504092984
7330955896,6207104726
7330955896,7392646388
7330955896,6609595883
7651232326,6988233267
6988233267,7545061714
6988233267,5115998110
7651232326,5275137875
7651232326,6506388185
6506388185,6578924887
6506388185,6578924887
7651232326,7504483789
7504483789,6148246963
7504483789,5104735063
7504483789,5883817349
7504483789,1835683935
7504483789,7432985160
7504483789,7432985160
7504483789,5151181988
7504483789,5091550780
7504483789,3345688634
7504483789,2318320435
7504483789,2275720701
7504483789,1695788793
7504483789,1904838635
7504483789,1883513861
7504483789,3162221932
7504483789,1638723587
7504483789,7530343416
7504483789,2708265201
7504483789,1796714050
7504483789,5387337427
7504483789,3805687911
7504483789,5733089242
7504483789,6482031844
7504483789,7235175196
7504483789,7235175196
7504483789,7437323221
7504483789,7286889009
7504483789,6524348848
7504483789,5710926231
7504483789,1844826300
7504483789,2298232587
7504483789,6630999085
7504483789,5567460585
7504483789,7745190402
7504483789,5628980026
7504483789,5747179682
7504483789,2133198137
7504483789,1582518157
7504483789,7606386361
7504483789,6072004627
7504483789,7591543603
7504483789,5329924076
7504483789,7628982056
7504483789,6192684122
7504483789,7753820877
7504483789,7728569393
7504483789,7572012759
7504483789,7726389862
7504483789,7572012759
7504483789,7674517451
7504483789,3178585965
7504483789,5177244372
7504483789,5703495750
7504483789,5510598663
7504483789,1289826603
7504483789,6544218233
7504483789,6175257168
7504483789,7573842590
7504483789,7631397148
7504483789,5509083340
7504483789,5219409019
7504483789,2161140083
7504483789,2784302951
7504483789,5472762855
7504483789,1877120817
7504483789,5233516387
7504483789,2456251161
7504483789,3599319335
7504483789,5677449314
7504483789,7436230476
7504483789,3551925077
7504483789,5631250294
7504483789,5365933474
7504483789,5658552756
7504483789,5123975573
7504483789,5247250159
7504483789,6173374719
7504483789,2255396531
7504483789,5703495750
7504483789,5898824083
7504483789,7714982413
7504483789,6048172298
7504483789,6186213178
7504483789,7729631044
7504483789,7729631044
7504483789,5307898281
7504483789,7729631044
7504483789,7729631044
7504483789,2690445943
7504483789,7484884697
7504483789,7186058223
7504483789,6288044518
7504483789,1607441654
7504483789,5440466619
7504483789,6775569573
7504483789,5216732923
7504483789,5070773995
7504483789,6560790537
7504483789,5510598663
7504483789,1289826603
7504483789,6544218233
7504483789,6175257168
7504483789,5509083340
7504483789,2161140083
7504483789,1644287617
7504483789,6927277562
7504483789,5425205708
7504483789,2957674630
7504483789,3791785203
7504483789,2419246575
7504483789,6579626716
7504483789,2882214937
7504483789,5522594223
7504483789,1790694021
7504483789,6134884028
7504483789,7198818977
7504483789,1780911117
7504483789,7300329697
7504483789,3345688634
7504483789,7212279492
7504483789,7750360700
7504483789,7699788216
7504483789,2151251135
7504483789,7355971053
7504483789,6128813390
7504483789,5890785945
7504483789,1857863244
7504483789,1869400323
7504483789,7374376877
7504483789,6988233267
7504483789,6705620658
7504483789,1699295973
7504483789,6192684122
7504483789,5210940625
7504483789,5731303001
7504483789,7449263102
7504483789,1268943733
7504483789,6343775938
7504483789,6314603254
7504483789,5316820596
7504483789,6506388185
7504483789,5609112859
7504483789,5541606686
7504483789,3183033621
7504483789,7417219569
7504483789,1415064165
7504483789,5539300984
7504483789,6597718943
7504483789,3169276242
7504483789,2519004565
7504483789,1815668594
7504483789,1759232261
7504483789,6011775323
7504483789,1747368050
7504483789,1975197375
7504483789,1883839514
7504483789,5208837275
7504483789,7651232326
7504483789,5671888574
7504483789,7709505107
7504483789,6443590546
7504483789,7369421879
7504483789,5092362312
7504483789,2152657161
7504483789,2435699804
7504483789,2161140083
7504483789,7495549780
7504483789,1946277921
7504483789,7309743673
7504483789,6119294834
7504483789,5519589909
7504483789,2094876290
7504483789,2420660564
7504483789,2792077235
7504483789,7495549780
7504483789,5703495750
7504483789,5923650329
7504483789,6942166210
7504483789,6272015148
7504483789,5859679505
7504483789,6696953703
7753820877,2617140835
7753820877,7704166953
7704166953,7484884697
7704166953,3301292035
3301292035,2771615510
3301292035,2329982970
7704166953,7642194939
7704166953,6576543775
6576543775,5244223569
6576543775,6090329039
6576543775,5690174113
6576543775,5147132159
6576543775,5690174113
6576543775,1792696735
6576543775,5690174113
6576543775,6294938224
7704166953,5325936066
5325936066,3301292035
5325936066,7734338370
5325936066,1525614971
5325936066,1525614971
5325936066,7734338370
7704166953,5268574634
5268574634,5781090196
5268574634,3301292035
7704166953,2957877254
7704166953,7115568220
7704166953,6701548106
6701548106,6104222243
7704166953,6247250030
7704166953,5616909037
7704166953,5340515925
7704166953,2306834232
7704166953,5487765211
7704166953,7552020035
7704166953,7287343634
7287343634,5301311499
7287343634,3040486564
7287343634,5138526998
7287343634,2963598921
7704166953,7484884697
7704166953,7174397671
7174397671,6511709862
7174397671,5391270724
7174397671,7533245154
7704166953,7656823074
7704166953,7500951091
7500951091,5712814629
7500951091,6440317268
7500951091,5712814629
7704166953,1764320514
1764320514,1761550440
1764320514,1897688644
1764320514,1279298170
1764320514,1425728215
1764320514,1645219804
1764320514,2724942131
1764320514,1855956664
1764320514,1855956664
1764320514,1855956664
7704166953,5625491315
7704166953,5590586495
5590586495,7415306796
5590586495,7753806699
5590586495,3837054832
5590586495,5305974137
5590586495,5870388011
7704166953,7075000760
7075000760,6538135336
7075000760,2148921650
7075000760,7443460358
7075000760,2845730277
7075000760,5880196251
7075000760,2408052422
7075000760,5674522735
7075000760,2182605602
7075000760,3488487805
7075000760,2852819125
7075000760,2195584992
7075000760,3147956141
7075000760,5496517100
7075000760,1699295973
7075000760,7640379435
7075000760,7638865015
7075000760,5768291446
7075000760,7444214408
7075000760,3081943434
7075000760,5388597361
7075000760,3081943434
7075000760,5768291446
7075000760,6243768758
7075000760,3081943434
7075000760,5713491518
7075000760,5120035115
7075000760,6027935812
7075000760,7393369340
7075000760,5768291446
7075000760,3081943434
7704166953,7397478195
7397478195,5334503585
7397478195,6201468836
7704166953,7732969460
7704166953,7748764049
